произошедшие с 18 по 19 часов, апрель 2024;;;;;;;; 
;ДТП;;Погибло;;Ранено;;Тяжесть последствий ;
;aбc;± % к АППГ;aбc;± % к АППГ;aбc;± % к АППГ;
Республика Адыгея (Адыгея);5.0;25,0;1.0;100,0;6.0;стаб.;14,3
Республика Калмыкия;3.0;50,0;0.0;-100,0;3.0;50,0;стаб.
Республика Крым;6.0;50,0;0.0;-100,0;8.0;100,0;стаб.
Краснодарский край;30.0;25,0;4.0;33,3;42.0;50,0;8,7
Астраханская область;5.0;25,0;0.0;-100,0;5.0;25,0;стаб.
Волгоградская область;15.0;15,4;1.0;100,0;16.0;-15,8;5,9
Ростовская область;13.0;18,2;0.0;-100,0;16.0;6,7;стаб.
гор. Севастополь;3.0;стаб.;0.0;-100,0;6.0;стаб.;стаб.
Северо-Кавказский федеральный округ;29.0;7,4;5.0;стаб.;40.0;11,1;11,1
Республика Дагестан;8.0;33,3;4.0;100,0;11.0;стаб.;26,7
Республика Ингушетия;2.0;стаб.;0.0;-100,0;2.0;-50,0;стаб.
Кабардино-Балкарская Республика;4.0;300,0;0.0;-100,0;7.0;600,0;стаб.
Карачаево-Черкесская Республика;2.0;-33,3;0.0;-100,0;4.0;33,3;стаб.
Республика Северная Осетия-Алания;4.0;стаб.;0.0;-100,0;4.0;стаб.;стаб.
Чеченская Республика;2.0;100,0;1.0;-50,0;3.0;200,0;25,0
Ставропольский край;7.0;-30,0;0.0;-100,0;9.0;-25,0;стаб.
Приволжский федеральный округ;110.0;-30,8;11.0;266,7;135.0;-33,5;7,5
Республика Башкортостан;15.0;-48,3;4.0;100,0;25.0;-32,4;13,8
Республика Марий Эл;2.0;100,0;0.0;-100,0;2.0;100,0;стаб.
Республика Мордовия;2.0;-60,0;0.0;-100,0;3.0;-50,0;стаб.
Республика Татарстан (Татарстан);9.0;-35,7;0.0;-100,0;9.0;-50,0;стаб.
Удмуртская Республика;6.0;-14,3;0.0;-100,0;9.0;-10,0;стаб.
Чувашская Республика - Чувашия;1.0;-83,3;0.0;-100,0;2.0;-71,4;стаб.
Пермский край;6.0;-60,0;1.0;-50,0;6.0;-66,7;14,3
Кировская область;10.0;100,0;1.0;100,0;11.0;120,0;8,3
Нижегородская область;18.0;-25,0;1.0;100,0;21.0;-34,4;4,5
Оренбургская область;12.0;33,3;4.0;300,0;13.0;62,5;23,5
Пензенская область;12.0;71,4;0.0;-100,0;16.0;23,1;стаб.
Самарская область;7.0;-53,3;0.0;-100,0;7.0;-63,2;стаб.
Саратовская область;8.0;-52,9;0.0;-100,0;9.0;-60,9;стаб.
Ульяновская область;2.0;-60,0;0.0;-100,0;2.0;-66,7;стаб.
Уральский федеральный округ;57.0;-10,9;5.0;150,0;71.0;-15,5;6,6
Курганская область;1.0;-66,7;0.0;-100,0;1.0;-75,0;стаб.
Свердловская область;24.0;60,0;3.0;200,0;29.0;52,6;9,4
Тюменская область;9.0;-47,1;2.0;100,0;8.0;-61,9;20,0
Челябинская область;19.0;-13,6;0.0;-100,0;29.0;стаб.;стаб.
Ханты-Мансийский автономный округ - Югра;3.0;-25,0;0.0;-100,0;3.0;-62,5;стаб.
Ямало-Ненецкий автономный округ;1.0;-66,7;0.0;-100,0;1.0;-66,7;стаб.
Сибирский федеральный округ;64.0;-11,1;3.0;50,0;74.0;-23,7;3,9
Республика Алтай;1.0;стаб.;0.0;-100,0;2.0;-50,0;стаб.
Республика Тыва;1.0;100,0;0.0;-100,0;1.0;100,0;стаб.
Республика Хакасия;1.0;100,0;0.0;-100,0;1.0;100,0;стаб.
Алтайский край;10.0;66,7;0.0;-100,0;14.0;133,3;стаб.
Красноярский край;12.0;-20,0;1.0;100,0;11.0;-57,7;8,3
Иркутская область;6.0;-33,3;1.0;100,0;5.0;-44,4;16,7
Кемеровская область - Кузбасс;5.0;-64,3;0.0;-100,0;9.0;-52,6;стаб.
Новосибирская область;12.0;9,1;0.0;-100,0;13.0;8,3;стаб.
Омская область;15.0;15,4;0.0;-100,0;18.0;стаб.;стаб.
Томская область;1.0;-66,7;1.0;стаб.;0.0;-100,0;стаб.
Дальневосточный федеральный округ;45.0;45,2;2.0;-50,0;52.0;48,6;3,7
Республика Бурятия;3.0;50,0;0.0;-100,0;3.0;-25,0;стаб.
Республика Саха (Якутия);4.0;300,0;1.0;100,0;3.0;200,0;25,0
Забайкальский край;7.0;16,7;0.0;-100,0;10.0;150,0;стаб.
Приморский край;12.0;71,4;0.0;-100,0;14.0;100,0;стаб.
Камчатский край;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Хабаровский край;10.0;66,7;1.0;100,0;12.0;33,3;7,7
Амурская область;6.0;50,0;0.0;-100,0;6.0;20,0;стаб.
Магаданская область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Сахалинская область;2.0;-50,0;0.0;-100,0;3.0;-25,0;стаб.
Еврейская автономная область;1.0;100,0;0.0;-100,0;1.0;100,0;стаб.
Чукотский автономный округ;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Федеральные территории;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Сириус;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
;;;;;;;;
;;;;;;;;
;;;;;;;;
произошедшие с 19 по 20 часов, апрель 2024;;;;;;;; 
;ДТП;;Погибло;;Ранено;;Тяжесть последствий ;
;aбc;± % к АППГ;aбc;± % к АППГ;aбc;± % к АППГ;
1;2;3;4;5;6;7;8
Российская Федерация;528.0;-14,0;62.0;19,2;616.0;-20,2;9,1
Центральный федеральный округ;140.0;-9,1;14.0;27,3;158.0;-16,4;8,1
Белгородская область;2.0;-77,8;1.0;-50,0;1.0;-91,7;50,0
Брянская область;2.0;-33,3;0.0;-100,0;3.0;стаб.;стаб.
Владимирская область;5.0;-28,6;0.0;-100,0;7.0;-41,7;стаб.
Воронежская область;12.0;33,3;1.0;100,0;13.0;стаб.;7,1
Ивановская область;7.0;16,7;1.0;100,0;7.0;-22,2;12,5
Калужская область;3.0;200,0;1.0;100,0;3.0;200,0;25,0
Костромская область;4.0;100,0;0.0;-100,0;5.0;150,0;стаб.
Курская область;7.0;75,0;0.0;-100,0;9.0;80,0;стаб.
Липецкая область;8.0;60,0;2.0;100,0;7.0;40,0;22,2
гор. Москва;43.0;-21,8;5.0;66,7;53.0;-8,6;8,6
Московская область;15.0;-11,8;2.0;стаб.;17.0;-15,0;10,5
Орловская область;1.0;-50,0;0.0;-100,0;1.0;-50,0;стаб.
Рязанская область;4.0;-63,6;0.0;-100,0;5.0;-68,8;стаб.
Смоленская область;1.0;-75,0;0.0;-100,0;1.0;-88,9;стаб.
Тамбовская область;7.0;16,7;0.0;-100,0;7.0;-12,5;стаб.
Тверская область;4.0;стаб.;0.0;-100,0;4.0;стаб.;стаб.
Тульская область;10.0;150,0;1.0;100,0;10.0;100,0;9,1
Ярославская область;5.0;стаб.;0.0;-100,0;5.0;стаб.;стаб.
Северо-Западный федеральный округ;47.0;-20,3;5.0;100,0;50.0;-32,4;9,1
Республика Карелия;2.0;-33,3;0.0;-100,0;3.0;-25,0;стаб.
Республика Коми;2.0;-60,0;0.0;-100,0;5.0;-16,7;стаб.
Архангельская область;2.0;-33,3;0.0;-100,0;2.0;-33,3;стаб.
Вологодская область;5.0;-16,7;0.0;-100,0;5.0;-28,6;стаб.
Калининградская область;6.0;50,0;1.0;100,0;5.0;25,0;16,7
Ленинградская область;5.0;-44,4;1.0;100,0;5.0;-66,7;16,7
гор. Санкт-Петербург;19.0;-13,6;2.0;100,0;19.0;-29,6;9,5
Мурманская область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Новгородская область;5.0;400,0;1.0;100,0;5.0;400,0;16,7
Псковская область;1.0;-75,0;0.0;-100,0;1.0;-80,0;стаб.
Ненецкий автономный округ;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Южный федеральный округ;70.0;-10,3;13.0;-18,8;70.0;-27,8;15,7
Республика Адыгея (Адыгея);1.0;-66,7;0.0;-100,0;1.0;-50,0;стаб.
Республика Калмыкия;4.0;-20,0;0.0;-100,0;4.0;-20,0;стаб.
Республика Крым;2.0;-71,4;2.0;100,0;0.0;-100,0;стаб.
Краснодарский край;29.0;-14,7;4.0;-50,0;31.0;-24,4;11,4
Астраханская область;4.0;100,0;0.0;-100,0;6.0;200,0;стаб.
Волгоградская область;12.0;9,1;0.0;-100,0;14.0;16,7;стаб.
Ростовская область;18.0;20,0;7.0;133,3;14.0;-17,6;33,3
гор. Севастополь;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Северо-Кавказский федеральный округ;38.0;11,8;10.0;42,9;47.0;2,2;17,5
Республика Дагестан;12.0;71,4;3.0;50,0;17.0;88,9;15,0
Республика Ингушетия;1.0;-50,0;0.0;-100,0;2.0;-50,0;стаб.
Кабардино-Балкарская Республика;4.0;-20,0;1.0;стаб.;3.0;-25,0;25,0
Карачаево-Черкесская Республика;2.0;100,0;0.0;-100,0;2.0;100,0;стаб.
Республика Северная Осетия-Алания;7.0;40,0;2.0;100,0;10.0;150,0;16,7
Чеченская Республика;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Ставропольский край;12.0;-7,7;4.0;100,0;13.0;-40,9;23,5
Приволжский федеральный округ;96.0;-30,4;11.0;10,0;110.0;-30,8;9,1
Республика Башкортостан;10.0;-41,2;3.0;100,0;11.0;-38,9;21,4
Республика Марий Эл;1.0;-66,7;0.0;-100,0;1.0;-66,7;стаб.
Республика Мордовия;3.0;50,0;1.0;100,0;3.0;50,0;25,0
Республика Татарстан (Татарстан);15.0;-16,7;2.0;-33,3;14.0;-22,2;12,5
Удмуртская Республика;6.0;50,0;1.0;стаб.;5.0;стаб.;16,7
Чувашская Республика - Чувашия;1.0;-85,7;0.0;-100,0;1.0;-85,7;стаб.
Пермский край;10.0;11,1;0.0;-100,0;10.0;стаб.;стаб.
Кировская область;6.0;-33,3;0.0;-100,0;8.0;-20,0;стаб.
Нижегородская область;13.0;-45,8;2.0;100,0;14.0;-57,6;12,5
Оренбургская область;5.0;-28,6;0.0;-100,0;5.0;-54,5;стаб.
Пензенская область;7.0;40,0;0.0;-100,0;11.0;120,0;стаб.
Самарская область;10.0;-28,6;0.0;-100,0;10.0;-23,1;стаб.
Саратовская область;7.0;-46,2;1.0;-50,0;9.0;-47,1;10,0
Ульяновская область;2.0;-66,7;1.0;100,0;8.0;14,3;11,1
Уральский федеральный округ;35.0;-35,2;1.0;-50,0;41.0;-47,4;2,4
Курганская область;2.0;-71,4;0.0;-100,0;2.0;-83,3;стаб.
Свердловская область;8.0;-33,3;1.0;стаб.;7.0;-53,3;12,5
Тюменская область;15.0;-6,3;0.0;-100,0;19.0;-29,6;стаб.
Челябинская область;8.0;-42,9;0.0;-100,0;11.0;-42,1;стаб.
Ханты-Мансийский автономный округ - Югра;2.0;-50,0;0.0;-100,0;2.0;-50,0;стаб.
Ямало-Ненецкий автономный округ;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Сибирский федеральный округ;70.0;25,0;3.0;-25,0;86.0;28,4;3,4
Республика Алтай;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Республика Тыва;5.0;400,0;1.0;100,0;11.0;1000,0;8,3
Республика Хакасия;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Алтайский край;11.0;57,1;0.0;-100,0;13.0;85,7;стаб.
Красноярский край;22.0;175,0;1.0;стаб.;25.0;177,8;3,8
Иркутская область;6.0;-25,0;0.0;-100,0;6.0;-25,0;стаб.
Кемеровская область - Кузбасс;6.0;-33,3;0.0;-100,0;8.0;-38,5;стаб.
Новосибирская область;9.0;-10,0;0.0;-100,0;10.0;стаб.;стаб.
Омская область;10.0;-16,7;1.0;стаб.;11.0;-38,9;8,3
Томская область;1.0;стаб.;0.0;-100,0;2.0;100,0;стаб.
Дальневосточный федеральный округ;32.0;-22,0;5.0;150,0;54.0;-12,9;8,5
Республика Бурятия;2.0;-60,0;0.0;-100,0;5.0;-28,6;стаб.
Республика Саха (Якутия);1.0;-83,3;1.0;стаб.;9.0;-50,0;10,0
Забайкальский край;4.0;-33,3;1.0;стаб.;5.0;-28,6;16,7
Приморский край;11.0;10,0;0.0;-100,0;15.0;36,4;стаб.
Камчатский край;1.0;стаб.;2.0;100,0;1.0;стаб.;66,7
Хабаровский край;3.0;-25,0;0.0;-100,0;7.0;75,0;стаб.
Амурская область;7.0;-12,5;0.0;-100,0;10.0;-23,1;стаб.
Магаданская область;1.0;100,0;0.0;-100,0;1.0;100,0;стаб.
Сахалинская область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Еврейская автономная область;2.0;100,0;1.0;100,0;1.0;100,0;50,0
Чукотский автономный округ;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Федеральные территории;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Сириус;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
;;;;;;;;
;;;;;;;;
;;;;;;;;
произошедшие с 20 по 21 часов, апрель 2024;;;;;;;; 
;ДТП;;Погибло;;Ранено;;Тяжесть последствий ;
;aбc;± % к АППГ;aбc;± % к АППГ;aбc;± % к АППГ;
1;2;3;4;5;6;7;8
Российская Федерация;585.0;-3,1;69.0;-14,8;686.0;-4,9;9,1
Центральный федеральный округ;141.0;-19,9;19.0;-42,4;154.0;-21,8;11,0
Белгородская область;9.0;800,0;5.0;100,0;10.0;900,0;33,3
Брянская область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Владимирская область;3.0;-25,0;0.0;-100,0;3.0;-25,0;стаб.
Воронежская область;10.0;-50,0;2.0;-33,3;8.0;-65,2;20,0
Ивановская область;7.0;16,7;0.0;-100,0;8.0;14,3;стаб.
Калужская область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Костромская область;2.0;100,0;0.0;-100,0;4.0;100,0;стаб.
Курская область;4.0;-33,3;0.0;-100,0;7.0;75,0;стаб.
Липецкая область;6.0;-33,3;2.0;100,0;7.0;-41,7;22,2
гор. Москва;43.0;-8,5;0.0;-100,0;46.0;-6,1;стаб.
Московская область;21.0;5,0;4.0;-42,9;21.0;стаб.;16,0
Орловская область;3.0;-57,1;0.0;-100,0;5.0;-16,7;стаб.
Рязанская область;7.0;-30,0;2.0;стаб.;7.0;-46,2;22,2
Смоленская область;3.0;-40,0;0.0;-100,0;6.0;-25,0;стаб.
Тамбовская область;5.0;стаб.;1.0;100,0;4.0;-55,6;20,0
Тверская область;5.0;-28,6;1.0;-50,0;4.0;-42,9;20,0
Тульская область;4.0;-33,3;0.0;-100,0;5.0;-44,4;стаб.
Ярославская область;9.0;-25,0;2.0;-50,0;9.0;-18,2;18,2
Северо-Западный федеральный округ;41.0;36,7;7.0;600,0;40.0;-2,4;14,9
Республика Карелия;4.0;33,3;0.0;-100,0;5.0;стаб.;стаб.
Республика Коми;3.0;100,0;0.0;-100,0;3.0;100,0;стаб.
Архангельская область;1.0;100,0;0.0;-100,0;1.0;100,0;стаб.
Вологодская область;3.0;-57,1;0.0;-100,0;4.0;-60,0;стаб.
Калининградская область;6.0;200,0;1.0;100,0;7.0;250,0;12,5
Ленинградская область;9.0;350,0;5.0;100,0;6.0;200,0;45,5
гор. Санкт-Петербург;13.0;стаб.;1.0;100,0;12.0;-33,3;7,7
Мурманская область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Новгородская область;2.0;стаб.;0.0;-100,0;2.0;-33,3;стаб.
Псковская область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Ненецкий автономный округ;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Южный федеральный округ;74.0;-11,9;9.0;-35,7;90.0;-6,3;9,1
Республика Адыгея (Адыгея);2.0;-33,3;1.0;100,0;2.0;-60,0;33,3
Республика Калмыкия;2.0;-50,0;1.0;-66,7;1.0;-83,3;50,0
Республика Крым;6.0;-53,8;0.0;-100,0;7.0;-53,3;стаб.
Краснодарский край;34.0;21,4;3.0;стаб.;49.0;40,0;5,8
Астраханская область;5.0;25,0;0.0;-100,0;7.0;75,0;стаб.
Волгоградская область;11.0;-26,7;1.0;100,0;11.0;-35,3;8,3
Ростовская область;12.0;-7,7;3.0;-50,0;11.0;22,2;21,4
гор. Севастополь;2.0;-50,0;0.0;-100,0;2.0;-60,0;стаб.
Северо-Кавказский федеральный округ;49.0;16,7;7.0;16,7;69.0;25,5;9,2
Республика Дагестан;20.0;53,8;3.0;200,0;32.0;100,0;8,6
Республика Ингушетия;5.0;150,0;2.0;100,0;10.0;100,0;16,7
Кабардино-Балкарская Республика;6.0;100,0;0.0;-100,0;7.0;133,3;стаб.
Карачаево-Черкесская Республика;2.0;стаб.;0.0;-100,0;2.0;стаб.;стаб.
Республика Северная Осетия-Алания;3.0;-62,5;0.0;-100,0;4.0;-63,6;стаб.
Чеченская Республика;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Ставропольский край;13.0;-7,1;2.0;100,0;14.0;-22,2;12,5
Приволжский федеральный округ;122.0;4,3;14.0;16,7;144.0;3,6;8,9
Республика Башкортостан;13.0;-7,1;1.0;100,0;15.0;-16,7;6,3
Республика Марий Эл;2.0;-50,0;0.0;-100,0;4.0;33,3;стаб.
Республика Мордовия;3.0;-50,0;0.0;-100,0;3.0;-57,1;стаб.
Республика Татарстан (Татарстан);11.0;-26,7;4.0;33,3;11.0;-15,4;26,7
Удмуртская Республика;10.0;100,0;0.0;-100,0;12.0;71,4;стаб.
Чувашская Республика - Чувашия;4.0;33,3;0.0;-100,0;8.0;166,7;стаб.
Пермский край;8.0;-11,1;2.0;100,0;8.0;-33,3;20,0
Кировская область;6.0;-40,0;0.0;-100,0;9.0;-35,7;стаб.
Нижегородская область;28.0;75,0;2.0;100,0;37.0;94,7;5,1
Оренбургская область;6.0;50,0;2.0;100,0;5.0;25,0;28,6
Пензенская область;6.0;200,0;0.0;-100,0;9.0;200,0;стаб.
Самарская область;12.0;50,0;1.0;100,0;11.0;22,2;8,3
Саратовская область;6.0;-66,7;1.0;стаб.;5.0;-80,0;16,7
Ульяновская область;7.0;133,3;1.0;стаб.;7.0;250,0;12,5
Уральский федеральный округ;48.0;-12,7;6.0;50,0;46.0;-32,4;11,5
Курганская область;4.0;стаб.;0.0;-100,0;4.0;-20,0;стаб.
Свердловская область;15.0;7,1;2.0;100,0;14.0;-30,0;12,5
Тюменская область;7.0;-61,1;1.0;стаб.;6.0;-71,4;14,3
Челябинская область;16.0;33,3;3.0;200,0;15.0;7,1;16,7
Ханты-Мансийский автономный округ - Югра;5.0;-28,6;0.0;-100,0;6.0;-25,0;стаб.
Ямало-Ненецкий автономный округ;1.0;100,0;0.0;-100,0;1.0;100,0;стаб.
Сибирский федеральный округ;65.0;27,5;6.0;50,0;81.0;26,6;6,9
Республика Алтай;3.0;200,0;0.0;-100,0;3.0;50,0;стаб.
Республика Тыва;5.0;150,0;0.0;-100,0;7.0;133,3;стаб.
Республика Хакасия;2.0;стаб.;0.0;-100,0;7.0;75,0;стаб.
Алтайский край;6.0;20,0;0.0;-100,0;6.0;стаб.;стаб.
Красноярский край;11.0;22,2;3.0;100,0;13.0;18,2;18,8
Иркутская область;11.0;10,0;0.0;-100,0;15.0;25,0;стаб.
Кемеровская область - Кузбасс;13.0;116,7;2.0;100,0;15.0;66,7;11,8
Новосибирская область;8.0;166,7;1.0;100,0;8.0;100,0;11,1
Омская область;5.0;-54,5;0.0;-100,0;6.0;-45,5;стаб.
Томская область;1.0;-50,0;0.0;-100,0;1.0;-50,0;стаб.
Дальневосточный федеральный округ;45.0;-6,3;1.0;-85,7;62.0;3,3;1,6
Республика Бурятия;11.0;450,0;1.0;стаб.;11.0;1000,0;8,3
Республика Саха (Якутия);2.0;-75,0;0.0;-100,0;4.0;-42,9;стаб.
Забайкальский край;4.0;стаб.;0.0;-100,0;4.0;стаб.;стаб.
Приморский край;13.0;-7,1;0.0;-100,0;18.0;-10,0;стаб.
Камчатский край;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Хабаровский край;6.0;-45,5;0.0;-100,0;12.0;-33,3;стаб.
Амурская область;8.0;-11,1;0.0;-100,0;12.0;20,0;стаб.
Магаданская область;1.0;100,0;0.0;-100,0;1.0;100,0;стаб.
Сахалинская область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Еврейская автономная область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Чукотский автономный округ;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Федеральные территории;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Сириус;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
;;;;;;;;
;;;;;;;;
;;;;;;;;
