произошедшие с 12 по 13 часов, апрель 2024;;;;;;;; 
;ДТП;;Погибло;;Ранено;;Тяжесть последствий ;
;aбc;± % к АППГ;aбc;± % к АППГ;aбc;± % к АППГ;
Сириус;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
;;;;;;;;
;;;;;;;;
;;;;;;;;
произошедшие с 13 по 14 часов, апрель 2024;;;;;;;; 
;ДТП;;Погибло;;Ранено;;Тяжесть последствий ;
;aбc;± % к АППГ;aбc;± % к АППГ;aбc;± % к АППГ;
1;2;3;4;5;6;7;8
Российская Федерация;548.0;-5,7;43.0;16,2;656.0;-6,3;6,2
Центральный федеральный округ;139.0;-18,2;10.0;42,9;166.0;-19,4;5,7
Белгородская область;7.0;40,0;2.0;100,0;9.0;стаб.;18,2
Брянская область;2.0;-60,0;2.0;100,0;1.0;-80,0;66,7
Владимирская область;6.0;-40,0;1.0;100,0;9.0;-25,0;10,0
Воронежская область;8.0;-38,5;0.0;-100,0;11.0;-26,7;стаб.
Ивановская область;3.0;50,0;0.0;-100,0;3.0;200,0;стаб.
Калужская область;3.0;-50,0;0.0;-100,0;4.0;-50,0;стаб.
Костромская область;3.0;50,0;0.0;-100,0;3.0;-25,0;стаб.
Курская область;5.0;25,0;0.0;-100,0;5.0;-16,7;стаб.
Липецкая область;3.0;-62,5;0.0;-100,0;4.0;-63,6;стаб.
гор. Москва;45.0;-18,2;2.0;стаб.;47.0;-14,5;4,1
Московская область;13.0;-50,0;2.0;-33,3;16.0;-52,9;11,1
Орловская область;1.0;-66,7;0.0;-100,0;1.0;-75,0;стаб.
Рязанская область;5.0;-44,4;0.0;-100,0;12.0;20,0;стаб.
Смоленская область;2.0;стаб.;0.0;-100,0;2.0;-33,3;стаб.
Тамбовская область;7.0;16,7;1.0;100,0;11.0;37,5;8,3
Тверская область;11.0;450,0;0.0;-100,0;12.0;200,0;стаб.
Тульская область;8.0;14,3;0.0;-100,0;8.0;-20,0;стаб.
Ярославская область;7.0;40,0;0.0;-100,0;8.0;14,3;стаб.
Северо-Западный федеральный округ;51.0;-5,6;3.0;200,0;64.0;-1,5;4,5
Республика Карелия;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Республика Коми;2.0;стаб.;0.0;-100,0;2.0;стаб.;стаб.
Архангельская область;2.0;-33,3;0.0;-100,0;2.0;-50,0;стаб.
Вологодская область;6.0;стаб.;0.0;-100,0;8.0;стаб.;стаб.
Калининградская область;6.0;-14,3;2.0;100,0;6.0;стаб.;25,0
Ленинградская область;7.0;16,7;1.0;100,0;15.0;114,3;6,3
гор. Санкт-Петербург;17.0;стаб.;0.0;-100,0;18.0;5,9;стаб.
Мурманская область;1.0;-50,0;0.0;-100,0;3.0;-40,0;стаб.
Новгородская область;3.0;стаб.;0.0;-100,0;3.0;стаб.;стаб.
Псковская область;7.0;75,0;0.0;-100,0;7.0;-22,2;стаб.
Ненецкий автономный округ;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Южный федеральный округ;66.0;3,1;7.0;стаб.;78.0;9,9;8,2
Республика Адыгея (Адыгея);0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Республика Калмыкия;4.0;100,0;1.0;100,0;4.0;100,0;20,0
Республика Крым;7.0;133,3;1.0;100,0;6.0;50,0;14,3
Краснодарский край;19.0;-47,2;0.0;-100,0;26.0;-38,1;стаб.
Астраханская область;3.0;50,0;0.0;-100,0;4.0;100,0;стаб.
Волгоградская область;15.0;87,5;1.0;100,0;15.0;87,5;6,3
Ростовская область;16.0;77,8;4.0;300,0;19.0;137,5;17,4
гор. Севастополь;2.0;-50,0;0.0;-100,0;4.0;-20,0;стаб.
Северо-Кавказский федеральный округ;30.0;36,4;4.0;100,0;40.0;42,9;9,1
Республика Дагестан;6.0;-33,3;0.0;-100,0;12.0;20,0;стаб.
Республика Ингушетия;2.0;100,0;1.0;100,0;1.0;100,0;50,0
Кабардино-Балкарская Республика;4.0;300,0;0.0;-100,0;7.0;600,0;стаб.
Карачаево-Черкесская Республика;1.0;-50,0;1.0;100,0;0.0;-100,0;стаб.
Республика Северная Осетия-Алания;5.0;66,7;0.0;-100,0;5.0;-16,7;стаб.
Чеченская Республика;2.0;100,0;1.0;100,0;2.0;стаб.;33,3
Ставропольский край;10.0;66,7;1.0;100,0;13.0;85,7;7,1
Приволжский федеральный округ;129.0;12,2;11.0;-8,3;158.0;10,5;6,5
Республика Башкортостан;17.0;30,8;4.0;100,0;20.0;стаб.;16,7
Республика Марий Эл;4.0;100,0;0.0;-100,0;4.0;33,3;стаб.
Республика Мордовия;3.0;50,0;1.0;100,0;2.0;стаб.;33,3
Республика Татарстан (Татарстан);14.0;7,7;0.0;-100,0;14.0;-12,5;стаб.
Удмуртская Республика;8.0;166,7;0.0;-100,0;9.0;200,0;стаб.
Чувашская Республика - Чувашия;5.0;66,7;1.0;100,0;5.0;66,7;16,7
Пермский край;11.0;175,0;1.0;100,0;16.0;45,5;5,9
Кировская область;7.0;40,0;0.0;-100,0;8.0;100,0;стаб.
Нижегородская область;24.0;14,3;0.0;-100,0;31.0;34,8;стаб.
Оренбургская область;7.0;-30,0;1.0;-75,0;6.0;-50,0;14,3
Пензенская область;5.0;25,0;0.0;-100,0;9.0;200,0;стаб.
Самарская область;10.0;-37,5;0.0;-100,0;16.0;-20,0;стаб.
Саратовская область;9.0;-25,0;3.0;50,0;7.0;-53,3;30,0
Ульяновская область;5.0;-28,6;0.0;-100,0;11.0;37,5;стаб.
Уральский федеральный округ;30.0;-53,1;4.0;стаб.;32.0;-60,0;11,1
Курганская область;4.0;-20,0;2.0;100,0;3.0;-25,0;40,0
Свердловская область;6.0;-50,0;1.0;100,0;5.0;-76,2;16,7
Тюменская область;6.0;-72,7;1.0;100,0;9.0;-64,0;10,0
Челябинская область;12.0;-50,0;0.0;-100,0;13.0;-55,2;стаб.
Ханты-Мансийский автономный округ - Югра;1.0;100,0;0.0;-100,0;1.0;100,0;стаб.
Ямало-Ненецкий автономный округ;1.0;стаб.;0.0;-100,0;1.0;стаб.;стаб.
Сибирский федеральный округ;61.0;17,3;3.0;стаб.;68.0;13,3;4,2
Республика Алтай;1.0;стаб.;0.0;-100,0;1.0;стаб.;стаб.
Республика Тыва;2.0;стаб.;0.0;-100,0;2.0;-33,3;стаб.
Республика Хакасия;2.0;100,0;0.0;-100,0;2.0;100,0;стаб.
Алтайский край;14.0;250,0;1.0;100,0;18.0;350,0;5,3
Красноярский край;11.0;83,3;1.0;100,0;10.0;25,0;9,1
Иркутская область;4.0;-60,0;0.0;-100,0;4.0;-60,0;стаб.
Кемеровская область - Кузбасс;9.0;28,6;0.0;-100,0;11.0;57,1;стаб.
Новосибирская область;8.0;стаб.;1.0;100,0;8.0;-27,3;11,1
Омская область;7.0;-41,7;0.0;-100,0;9.0;-35,7;стаб.
Томская область;3.0;200,0;0.0;-100,0;3.0;200,0;стаб.
Дальневосточный федеральный округ;42.0;5,0;1.0;-66,7;50.0;6,4;2,0
Республика Бурятия;4.0;-42,9;0.0;-100,0;8.0;-11,1;стаб.
Республика Саха (Якутия);5.0;стаб.;1.0;стаб.;5.0;стаб.;16,7
Забайкальский край;5.0;150,0;0.0;-100,0;5.0;66,7;стаб.
Приморский край;10.0;-33,3;0.0;-100,0;12.0;-36,8;стаб.
Камчатский край;5.0;400,0;0.0;-100,0;5.0;400,0;стаб.
Хабаровский край;8.0;33,3;0.0;-100,0;10.0;66,7;стаб.
Амурская область;3.0;50,0;0.0;-100,0;3.0;стаб.;стаб.
Магаданская область;1.0;стаб.;0.0;-100,0;1.0;стаб.;стаб.
Сахалинская область;1.0;стаб.;0.0;-100,0;1.0;100,0;стаб.
Еврейская автономная область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Чукотский автономный округ;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Федеральные территории;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Сириус;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
;;;;;;;;
;;;;;;;;
;;;;;;;;
произошедшие с 14 по 15 часов, апрель 2024;;;;;;;; 
;ДТП;;Погибло;;Ранено;;Тяжесть последствий ;
;aбc;± % к АППГ;aбc;± % к АППГ;aбc;± % к АППГ;
1;2;3;4;5;6;7;8
Российская Федерация;548.0;-3,2;42.0;-4,5;667.0;-8,1;5,9
Центральный федеральный округ;132.0;-7,7;13.0;-27,8;158.0;-15,5;7,6
Белгородская область;4.0;33,3;1.0;100,0;3.0;-25,0;25,0
Брянская область;5.0;стаб.;0.0;-100,0;6.0;-25,0;стаб.
Владимирская область;6.0;-33,3;0.0;-100,0;6.0;-60,0;стаб.
Воронежская область;8.0;33,3;0.0;-100,0;9.0;50,0;стаб.
Ивановская область;3.0;-25,0;0.0;-100,0;7.0;стаб.;стаб.
Калужская область;3.0;-25,0;0.0;-100,0;3.0;-40,0;стаб.
Костромская область;2.0;-33,3;0.0;-100,0;4.0;33,3;стаб.
Курская область;7.0;133,3;0.0;-100,0;8.0;100,0;стаб.
Липецкая область;2.0;-60,0;0.0;-100,0;5.0;-44,4;стаб.
гор. Москва;47.0;4,4;0.0;-100,0;54.0;5,9;стаб.
Московская область;12.0;-53,8;1.0;-83,3;15.0;-57,1;6,3
Орловская область;5.0;400,0;0.0;-100,0;7.0;600,0;стаб.
Рязанская область;7.0;40,0;0.0;-100,0;11.0;120,0;стаб.
Смоленская область;4.0;-42,9;1.0;стаб.;3.0;-50,0;25,0
Тамбовская область;2.0;-71,4;0.0;-100,0;2.0;-86,7;стаб.
Тверская область;3.0;-25,0;0.0;-100,0;3.0;-40,0;стаб.
Тульская область;4.0;стаб.;1.0;-66,7;4.0;-33,3;20,0
Ярославская область;8.0;300,0;9.0;350,0;8.0;300,0;52,9
Северо-Западный федеральный округ;65.0;16,1;3.0;-57,1;82.0;43,9;3,5
Республика Карелия;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Республика Коми;4.0;-50,0;0.0;-100,0;4.0;-50,0;стаб.
Архангельская область;5.0;400,0;2.0;100,0;4.0;300,0;33,3
Вологодская область;10.0;25,0;0.0;-100,0;15.0;87,5;стаб.
Калининградская область;7.0;600,0;0.0;-100,0;7.0;600,0;стаб.
Ленинградская область;11.0;37,5;0.0;-100,0;13.0;116,7;стаб.
гор. Санкт-Петербург;17.0;13,3;0.0;-100,0;21.0;23,5;стаб.
Мурманская область;5.0;66,7;0.0;-100,0;12.0;300,0;стаб.
Новгородская область;1.0;-83,3;0.0;-100,0;1.0;-85,7;стаб.
Псковская область;5.0;66,7;1.0;100,0;5.0;66,7;16,7
Ненецкий автономный округ;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Южный федеральный округ;72.0;7,5;7.0;133,3;96.0;2,1;6,8
Республика Адыгея (Адыгея);4.0;100,0;0.0;-100,0;4.0;33,3;стаб.
Республика Калмыкия;6.0;500,0;0.0;-100,0;8.0;700,0;стаб.
Республика Крым;8.0;33,3;1.0;стаб.;9.0;-10,0;10,0
Краснодарский край;30.0;стаб.;5.0;400,0;38.0;-2,6;11,6
Астраханская область;4.0;100,0;0.0;-100,0;5.0;150,0;стаб.
Волгоградская область;5.0;-54,5;1.0;100,0;8.0;-33,3;11,1
Ростовская область;11.0;10,0;0.0;-100,0;19.0;-5,0;стаб.
гор. Севастополь;4.0;-20,0;0.0;-100,0;5.0;-28,6;стаб.
Северо-Кавказский федеральный округ;26.0;-13,3;1.0;-66,7;35.0;-12,5;2,8
Республика Дагестан;6.0;100,0;0.0;-100,0;8.0;166,7;стаб.
Республика Ингушетия;2.0;100,0;0.0;-100,0;3.0;100,0;стаб.
Кабардино-Балкарская Республика;2.0;-50,0;0.0;-100,0;2.0;-60,0;стаб.
Карачаево-Черкесская Республика;2.0;100,0;0.0;-100,0;2.0;100,0;стаб.
Республика Северная Осетия-Алания;3.0;50,0;0.0;-100,0;3.0;50,0;стаб.
Чеченская Республика;1.0;стаб.;0.0;-100,0;2.0;100,0;стаб.
Ставропольский край;10.0;-50,0;1.0;-50,0;15.0;-48,3;6,3
Приволжский федеральный округ;105.0;-16,7;9.0;50,0;125.0;-18,3;6,7
Республика Башкортостан;14.0;-33,3;1.0;100,0;16.0;-46,7;5,9
Республика Марий Эл;2.0;-33,3;1.0;100,0;5.0;66,7;16,7
Республика Мордовия;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Республика Татарстан (Татарстан);9.0;-50,0;1.0;100,0;8.0;-57,9;11,1
Удмуртская Республика;8.0;стаб.;0.0;-100,0;8.0;стаб.;стаб.
Чувашская Республика - Чувашия;3.0;-40,0;0.0;-100,0;3.0;-40,0;стаб.
Пермский край;10.0;66,7;2.0;100,0;8.0;60,0;20,0
Кировская область;7.0;-22,2;0.0;-100,0;12.0;33,3;стаб.
Нижегородская область;15.0;-28,6;1.0;-50,0;16.0;-40,7;5,9
Оренбургская область;4.0;-50,0;2.0;-33,3;2.0;-85,7;50,0
Пензенская область;10.0;66,7;0.0;-100,0;14.0;55,6;стаб.
Самарская область;11.0;37,5;1.0;100,0;14.0;55,6;6,7
Саратовская область;9.0;стаб.;0.0;-100,0;13.0;44,4;стаб.
Ульяновская область;3.0;200,0;0.0;-100,0;6.0;200,0;стаб.
Уральский федеральный округ;59.0;18,0;3.0;200,0;69.0;6,2;4,2
Курганская область;3.0;-40,0;0.0;-100,0;3.0;-40,0;стаб.
Свердловская область;16.0;33,3;1.0;100,0;19.0;стаб.;5,0
Тюменская область;13.0;44,4;0.0;-100,0;15.0;50,0;стаб.
Челябинская область;22.0;-4,3;1.0;стаб.;24.0;-17,2;4,0
Ханты-Мансийский автономный округ - Югра;4.0;300,0;0.0;-100,0;8.0;300,0;стаб.
Ямало-Ненецкий автономный округ;1.0;100,0;1.0;100,0;0.0;-100,0;стаб.
Сибирский федеральный округ;59.0;-7,8;5.0;25,0;65.0;-22,6;7,1
Республика Алтай;1.0;-66,7;0.0;-100,0;1.0;-75,0;стаб.
Республика Тыва;1.0;стаб.;0.0;-100,0;2.0;100,0;стаб.
Республика Хакасия;3.0;стаб.;0.0;-100,0;3.0;стаб.;стаб.
Алтайский край;8.0;стаб.;0.0;-100,0;11.0;-35,3;стаб.
Красноярский край;9.0;-40,0;1.0;стаб.;9.0;-47,1;10,0
Иркутская область;9.0;125,0;3.0;100,0;9.0;125,0;25,0
Кемеровская область - Кузбасс;11.0;-15,4;1.0;стаб.;12.0;-25,0;7,7
Новосибирская область;8.0;33,3;0.0;-100,0;9.0;28,6;стаб.
Омская область;7.0;-30,0;0.0;-100,0;7.0;-50,0;стаб.
Томская область;2.0;100,0;0.0;-100,0;2.0;100,0;стаб.
Дальневосточный федеральный округ;30.0;стаб.;1.0;-50,0;37.0;-19,6;2,6
Республика Бурятия;7.0;250,0;0.0;-100,0;9.0;350,0;стаб.
Республика Саха (Якутия);1.0;-50,0;0.0;-100,0;1.0;-75,0;стаб.
Забайкальский край;4.0;стаб.;1.0;100,0;3.0;-66,7;25,0
Приморский край;8.0;33,3;0.0;-100,0;12.0;140,0;стаб.
Камчатский край;1.0;-50,0;0.0;-100,0;1.0;-66,7;стаб.
Хабаровский край;6.0;100,0;0.0;-100,0;7.0;133,3;стаб.
Амурская область;2.0;-75,0;0.0;-100,0;2.0;-86,7;стаб.
Магаданская область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Сахалинская область;1.0;стаб.;0.0;-100,0;2.0;-33,3;стаб.
Еврейская автономная область;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Чукотский автономный округ;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Федеральные территории;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
Сириус;0.0;-100,0;0.0;-100,0;0.0;-100,0;стаб.
;;;;;;;;
;;;;;;;;
;;;;;;;;
